Otip_I	324220	324805
Otip_I	364284	364871
Otip_I	1232968	1234110
Otip_I	1234100	1234775
Otip_I	1248862	1248983
Otip_I	1300339	1300969
Otip_I	2286842	2288207
Otip_I	2390453	2390484
Otip_I	4707954	4707998
Otip_I	4708003	4708051
Otip_I	6482700	6486929
Otip_I	6642872	6643267
Otip_I	6643271	6643305
Otip_I	8257328	8257411
Otip_I	8257412	8257437
Otip_I	8439575	8439696
Otip_I	8439704	8440317
Otip_I	8869634	8870545
Otip_I	8872017	8873697
Otip_II	15049	15780
Otip_II	461521	466003
Otip_II	642237	642718
Otip_II	1481147	1481181
Otip_II	1481158	1481295
Otip_II	2863602	2863913
Otip_II	4067642	4068732
Otip_II	4112837	4113472
Otip_II	4357211	4357692
Otip_II	6168502	6168634
Otip_II	6168622	6168660
Otip_II	6605746	6605784
Otip_II	6605772	6605869
Otip_II	7364091	7364249
Otip_II	7736021	7737139
Otip_II	8589859	8590080
Otip_II	8590079	8590307
Otip_III	368195	368271
Otip_III	477697	477733
Otip_III	1536134	1536315
Otip_III	1894257	1894463
Otip_III	1894910	1895228
Otip_III	3194543	3198468
Otip_III	6710907	6711054
Otip_III	7852836	7853317
Otip_III	9597069	9597153
Otip_III	9597230	9598388
Otip_IV	16723	18403	(
Otip_IV	19871	20779	(
Otip_IV	45069	47647	(
Otip_IV	50411	54891	(
Otip_IV	1002059	1002100	(
Otip_IV	2847618	2847729
Otip_IV	3994774	3994812
Otip_IV	5342769	5342894
Otip_IV	5632972	5633081
Otip_IV	7125226	7126336
Otip_IV	7126325	7126440
Otip_IV	7240777	7240934
Otip_IV	7427677	7427863
Otip_IV	7427882	7427973
Otip_IV	7724200	7724251
Otip_IV	8071130	8071333
Otip_IV	8071338	8071673
Otip_IV	8107113	8111147
Otip_IV	9608442	9608980
Otip_IV	9608975	9609109
Otip_IV	9610304	9610519
Otip_IV	9611376	9614147
Otip_IV	11120108	11120614
Otip_IV	11121836	11123091
Otip_V	557983	558116	(
Otip_V	558117	558168	(
Otip_V	558169	558316	(
Otip_V	699452	699739	(
Otip_V	699749	699937	(
Otip_V	703732	704222	(
Otip_V	1265972	1268065
Otip_V	1279696	1284058
Otip_V	1419801	1424286
Otip_V	1429045	1429286
Otip_V	1430588	1430943
Otip_V	1454763	1455236
Otip_V	1563727	1564088
Otip_V	1578329	1578504
Otip_V	1689391	1693558
Otip_V	1694506	1694804
Otip_V	1699739	1700231
Otip_V	1774235	1774667
Otip_V	1779340	1781329
Otip_V	2013954	2015348
Otip_V	2015338	2015571
Otip_V	2070136	2070351
Otip_V	2070905	2071435
Otip_V	2071433	2071563
Otip_V	2093005	2093429
Otip_V	2094713	2094749
Otip_V	2094751	2097087
Otip_V	2122869	2122919
Otip_V	2282970	2283019
Otip_V	2407324	2411673
Otip_V	2443050	2443286
Otip_V	2535543	2536253
Otip_V	2569812	2570126
Otip_V	2688793	2693275
Otip_V	2726315	2730797
Otip_V	2771735	2776216
Otip_V	2904687	2904923
Otip_V	3092841	3092963
Otip_V	3092951	3092984
Otip_V	4012147	4012643
Otip_V	5673571	5673614
Otip_V	6569742	6569811
Otip_V	7421268	7421524
Otip_V	7421523	7421704
Otip_V	7421701	7422132
Otip_V	7422917	7424154
Otip_V	7425659	7428282
Otip_V	7428422	7428502
Otip_V	7428633	7428942
Otip_V	7429195	7429359
Otip_V	7429450	7430106
Otip_V	9555008	9556299
Otip_V	10290547	10290657
Otip_V	10797460	10798375
Otip_V	10799843	10801524
Otip_X	746922	748376
Otip_X	748368	749553
Otip_X	841671	841826
Otip_X	867721	869055
Otip_X	1439610	1440615
Otip_X	1440615	1443282
Otip_X	4327125	4327340
Otip_X	6358460	6358657
Otip_X	6358843	6359126
Otip_X	6982895	6982965
Otip_X	7179718	7180481
Otip_X	7180480	7180504
Otip_X	7180496	7180692
Otip_X	7818822	7818863
Otip_X	9345505	9345566
Otip_X	11187926	11188579
Otip_X	11188586	11189442
Otip_X	11189447	11190737
Otip_X	11190736	11191295
Otip_X	11201220	11202577
Otip_X	11203792	11203991
Otip_X	11203992	11204151
Otip_X	11204152	11204309
Otip_X	11205574	11206411
Otip_X	11240561	11241410
Otip_X	11241453	11241543
Otip_X	11273990	11276766
Otip_X	11293686	11294596
Otip_X	11296068	11297748
