#Oscheius tipulae Helitron positions from HelitronSearch
Otip_I	1168963	1184947
Otip_I	1339672	1346242
Otip_I	1407966	1414838
Otip_I	1559894	1573294
Otip_I	1689131	1698695
Otip_I	1996725	2015959
Otip_I	227074	233980
Otip_I	3054903	3068345
Otip_I	348610	354149
Otip_I	4056899	4068388
Otip_I	4401372	4402953
Otip_I	5530418	5549014
Otip_I	6318652	6329236
Otip_I	6920711	6938201
Otip_I	7505712	7514272
Otip_I	8424011	8425063
Otip_II	1355739	1370017
Otip_II	1960518	1976231
Otip_II	2674149	2677448
Otip_II	2903159	2922084
Otip_II	3230096	3248989
Otip_II	4149233	4156502
Otip_II	5058582	5062995
Otip_II	5679373	5690001
Otip_II	5799096	5812613
Otip_II	5889593	5908993
Otip_II	6061855	6073265
Otip_II	6182585	6195128
Otip_II	6737611	6756358
Otip_II	6811036	6828450
Otip_II	8392901	8396649
Otip_II	8986786	9004011
Otip_II	961707	970850
Otip_III	1201119	1207983
Otip_III	160889	173308
Otip_III	2592157	2607576
Otip_III	2716140	2717008
Otip_III	3147859	3155372
Otip_III	3621145	3632695
Otip_III	3972690	3980650
Otip_III	4185075	4187685
Otip_III	6800846	6806765
Otip_III	6822794	6829224
Otip_III	7213911	7216080
Otip_III	7289095	7292342
Otip_III	8040300	8054625
Otip_III	8081112	8082153
Otip_III	8222448	8234707
Otip_III	8479368	8496858
Otip_III	8612286	8622524
Otip_III	9110379	9125958
Otip_III	9134820	9154184
Otip_IV	1033600	1044051
Otip_IV	10850345	10858724
Otip_IV	1651685	1665780
Otip_IV	167967	176851
Otip_IV	1702653	1720439
Otip_IV	211864	226062
Otip_IV	318670	331925
Otip_IV	35682	46848
Otip_IV	3973757	3977349
Otip_IV	4128221	4137889
Otip_IV	4385101	4404605
Otip_IV	6525343	6542914
Otip_IV	7625866	7635377
Otip_IV	8054079	8070982
Otip_IV	8183046	8202881
Otip_IV	8390196	8403209
Otip_V	10168933	10187999
Otip_V	10225046	10225803
Otip_V	1128511	1137020
Otip_V	1417008	1423483
Otip_V	1815439	1834529
Otip_V	2721709	2729994
Otip_V	2761370	2775413
Otip_V	3184217	3201976
Otip_V	4858650	4861648
Otip_V	4863292	4869157
Otip_V	4953038	4956306
Otip_V	5242535	5261199
Otip_V	5332367	5352003
Otip_V	6518030	6520771
Otip_V	7049490	7063640
Otip_V	7070591	7089969
Otip_V	7431325	7438406
Otip_V	8413212	8418008
Otip_V	860922	875563
Otip_V	8819179	8830681
Otip_V	8860419	8877471
Otip_V	8921621	8927207
Otip_V	8991372	9002415
Otip_V	9454614	9471230
Otip_V	9983761	9991253
Otip_X	10467749	10470515
Otip_X	10522104	10539263
Otip_X	11200003	11215484
Otip_X	2012991	2014532
Otip_X	2766846	2776020
Otip_X	299419	312016
Otip_X	444795	456514
Otip_X	6524425	6537496
Otip_X	9174619	9181630
