Otip_I	0	999	0.9460227273
Otip_I	1000	1999	0.958
Otip_I	2000	2999	1.857
Otip_I	3000	3999	2.856
Otip_I	4000	4999	2.808
Otip_I	5000	5999	14.068
Otip_I	6000	6999	25.716
Otip_I	7000	7999	31.21
Otip_I	8000	8999	33.817
Otip_I	9000	9999	39.13
Otip_I	10000	10999	46.516
Otip_I	11000	11999	48.192
Otip_I	12000	12999	48.227
Otip_I	13000	13999	44.138
Otip_I	14000	14999	46.576
Otip_I	15000	15999	51.815
Otip_I	16000	16999	48.17
Otip_I	17000	17999	47.433
Otip_I	18000	18999	52.046
Otip_I	19000	19999	57.281
Otip_I	20000	20999	60.39
Otip_I	21000	21999	60.679
Otip_I	22000	22999	62.58
Otip_I	23000	23999	66.019
Otip_I	24000	24999	65.789
Otip_I	25000	25999	61.046
Otip_I	26000	26999	59.979
Otip_I	27000	27999	307.117
Otip_I	28000	28999	372.641
Otip_I	29000	29999	382.748
Otip_I	30000	30999	372.535
Otip_I	31000	31999	368.753
Otip_I	32000	32999	381.635
Otip_I	33000	33999	382.842
Otip_I	34000	34999	390.816
Otip_I	35000	35999	396.783
Otip_I	36000	36999	385.732
Otip_I	37000	37999	379.654
Otip_I	38000	38999	369.413
Otip_I	39000	39999	360.356
Otip_I	40000	40999	360.559
Otip_I	41000	41999	357.718
Otip_I	42000	42999	357.889
Otip_I	43000	43999	353.365
Otip_I	44000	44999	351.07
Otip_I	45000	45999	363.441
Otip_I	46000	46999	372.472
Otip_I	47000	47999	372.728
Otip_I	48000	48999	366.163
Otip_I	49000	49999	369.911
Otip_I	50000	50999	364.298
Otip_I	51000	51999	362.84
Otip_I	52000	52999	356.744
Otip_I	53000	53999	364.23
Otip_I	54000	54999	369.359
Otip_I	55000	55999	363.754
Otip_I	56000	56999	350.081
Otip_I	57000	57999	353.931
Otip_I	58000	58999	358.404
Otip_I	59000	59999	363.83
Otip_I	60000	60999	366.392
Otip_I	61000	61999	361.976
Otip_I	62000	62999	370.336
Otip_I	63000	63999	370.542
Otip_I	64000	64999	358.531
Otip_I	65000	65999	353.431
Otip_I	66000	66999	355.918
Otip_I	67000	67999	355.963
Otip_I	68000	68999	367.681
Otip_I	69000	69999	377.618
Otip_I	70000	70999	395.645
Otip_I	71000	71999	395.182
Otip_I	72000	72999	377.998
Otip_I	73000	73999	372.657
Otip_I	74000	74999	359.001
Otip_I	75000	75999	352.587
Otip_I	76000	76999	347.11
Otip_I	77000	77999	343.859
Otip_I	78000	78999	349.071
Otip_I	79000	79999	348.124
Otip_I	80000	80999	356.24
Otip_I	81000	81999	348.29
Otip_I	82000	82999	351.924
Otip_I	83000	83999	348.124
Otip_I	84000	84999	347.311
Otip_I	85000	85999	342.543
Otip_I	86000	86999	332.745
Otip_I	87000	87999	331.329
Otip_I	88000	88999	331.227
Otip_I	89000	89999	324.24
Otip_I	90000	90999	321.777
