Otip_V	10789984	10790089
Otip_V	10790136	10790215
Otip_V	10790461	10790637
Otip_V	10790686	10791015
Otip_V	10791063	10791429
Otip_V	10791479	10791742
Otip_V	10791788	10791986
Otip_V	10792198	10792236
Otip_V	10793648	10793714
Otip_V	10793759	10793962
Otip_V	10794005	10794090
Otip_V	10794133	10794481
Otip_V	10794527	10794643
Otip_V	10794687	10795135
Otip_V	10795179	10795332
Otip_V	10795376	10796328
Otip_V	10796369	10796528
Otip_V	10796577	10797236
Otip_V	10797274	10797608
Otip_V	10797652	10798414
Otip_V	10798458	10798611
Otip_V	10798661	10799179
Otip_V	10799225	10799544
Otip_V	10799588	10800358
Otip_V	10800402	10800937
Otip_V	10800979	10801274
Otip_V	10801319	10801745
Otip_V	10801793	10802831
Otip_V	10802942	10803177
Otip_V	10803249	10803396
Otip_V	10803684	10803764
Otip_V	10803805	10803989
Otip_V	10804417	10804669
Otip_V	10804714	10804944
Otip_V	10804991	10805323
Otip_V	10805365	10805536
Otip_V	10805604	10805749
Otip_V	10805794	10806248
Otip_V	10806290	10806667
Otip_V	10806703	10806774
Otip_V	10806823	10807287
Otip_V	10810296	10810383
Otip_V	10810422	10810514
Otip_V	10810551	10810685
Otip_V	10810773	10810931
Otip_X	11281906	11282011
Otip_X	11282058	11282137
Otip_X	11282383	11282559
Otip_X	11282608	11282937
Otip_X	11282985	11283351
Otip_X	11283401	11283664
Otip_X	11283710	11283910
Otip_X	11288377	11288413
Otip_X	11289868	11289946
Otip_X	11289991	11290207
Otip_X	11290250	11290335
Otip_X	11290385	11290733
Otip_X	11290783	11290905
Otip_X	11290952	11291400
Otip_X	11291446	11292552
Otip_X	11292595	11292754
Otip_X	11292801	11293458
Otip_X	11293500	11293834
Otip_X	11293876	11294636
Otip_X	11294680	11294832
Otip_X	11294882	11295403
Otip_X	11295451	11295769
Otip_X	11295813	11296583
Otip_X	11296626	11297161
Otip_X	11297203	11297498
Otip_X	11297543	11297969
Otip_X	11298019	11299057
Otip_X	11299168	11299400
Otip_X	11299472	11299619
Otip_X	11299908	11299988
Otip_X	11300029	11300213
Otip_X	11300638	11300893
Otip_X	11300938	11301168
Otip_X	11301213	11301544
Otip_X	11301586	11301757
Otip_X	11301826	11301971
Otip_X	11302018	11302469
Otip_X	11302511	11302888
Otip_X	11302923	11302994
Otip_X	11303040	11303401
Otip_X	11303450	11303553
Otip_X	11306919	11307007
Otip_X	11307045	11307136
Otip_X	11307173	11307306
Otip_X	11307398	11307557
Otip_IV	24551	24616
Otip_IV	24277	24494
Otip_IV	24150	24235
Otip_IV	23757	24105
Otip_IV	23595	23711
Otip_IV	23104	23552
Otip_IV	22907	23060
Otip_IV	21911	22863
Otip_IV	21711	21870
Otip_IV	21003	21662
Otip_IV	20631	20965
Otip_IV	19832	20594
Otip_IV	19635	19788
Otip_IV	19067	19585
Otip_IV	18702	19021
Otip_IV	17888	18658
Otip_IV	17310	17845
Otip_IV	16973	17268
Otip_IV	16502	16928
Otip_IV	15415	16453
Otip_IV	15069	15304
Otip_IV	14851	14997
Otip_IV	14482	14562
Otip_IV	14257	14441
Otip_IV	13577	13829
Otip_IV	13301	13532
Otip_IV	12922	13254
Otip_IV	12708	12879
Otip_IV	12496	12641
Otip_IV	11997	12451
Otip_IV	11577	11955
Otip_IV	11470	11541
Otip_IV	10955	11421
Otip_IV	7817	7903
Otip_IV	7686	7778
Otip_IV	7516	7649
Otip_IV	7266	7425
Otip_I	8864445	8864512
Otip_I	8865817	8865883
Otip_I	8865939	8866155
Otip_I	8866198	8866283
Otip_I	8866333	8866681
Otip_I	8866731	8866853
Otip_I	8866900	8867348
Otip_I	8867394	8868500
Otip_I	8868543	8868702
Otip_I	8868749	8869406
Otip_I	8869448	8869782
Otip_I	8869824	8870585
Otip_I	8870629	8870781
Otip_I	8870831	8871352
Otip_I	8871400	8871718
Otip_I	8871762	8872532
Otip_I	8872575	8873110
Otip_I	8873152	8873447
Otip_I	8873492	8873918
Otip_I	8873968	8875006
