Otip_V	10789984	10810931
Otip_X	11281906	11307557
Otip_IV	7266	24616	19443
Otip_I	8864445	8882978	18150
Otip_II	15050	190862
Otip_III	9610362	9612975
Otip_X	1000	25562
Otip_X	45119	47137
Otip_I	8862623	8864478
Otip_III	9617516	9618505
Otip_III	9618491	9634740
Otip_I	14741	15571
Otip_III	9613008	9613493
Otip_III	1581523	1581967
Otip_III	1538009	1538537
Otip_III	1584822	1585289
Otip_II	9003834	9004132
Otip_I	8883156	8883428
Otip_IV	35220	35551
Otip_III	1535900	1536232
Otip_I	10393	10509
Otip_III	1535358	1535583
Otip_V	10784304	10784435
Otip_V	2411445	2411609
Otip_X	11240643	11240801
Otip_IV	11181287	11181406
Otip_I	1234547	1234711
Otip_I	8440114	8440281
Otip_V	1419840	1420001
Otip_X	746967	747137
Otip_V	9555053	9555223
Otip_V	2771774	2771935
Otip_V	2726354	2726515
Otip_V	2688832	2688993
Otip_IV	50450	50611
Otip_IV	45108	45269
Otip_II	465803	465964
Otip_V	7422953	7423126
Otip_V	1279732	1279899					
