Otip_I	324220	324552
Otip_I	324557	324805
Otip_I	364383	364508
Otip_I	364546	364809
Otip_I	1232865	1234406
Otip_I	1234538	1234756
Otip_I	1300404	1300559
Otip_I	1300604	1300969
Otip_I	2286927	2287061
Otip_I	2287105	2287440
Otip_I	2287443	2287799
Otip_I	2287867	2288130
Otip_I	6484664	6485233
Otip_I	6485241	6486929
Otip_I	8257328	8257411
Otip_I	8439724	8440317
Otip_I	8869822	8870232
Otip_I	8872017	8872622
Otip_I	8873542	8873697
Otip_II	15193	15780
Otip_II	461521	462723
Otip_II	462752	463312
Otip_II	463362	463907
Otip_II	463946	464371
Otip_II	464559	464996
Otip_II	465004	465219
Otip_II	465269	466003
Otip_II	642237	642512
Otip_II	642526	642645
Otip_II	1481168	1481290
Otip_II	2863602	2863913
Otip_II	4067642	4067980
Otip_II	4068520	4068732
Otip_II	4112848	4113264
Otip_II	4113209	4113472
Otip_II	4357284	4357403
Otip_II	4357417	4357692
Otip_II	6168509	6168679
Otip_II	7364091	7364249
Otip_II	7736025	7736786
Otip_II	7736714	7737139
Otip_III	1894257	1894463
Otip_III	3194543	3195172
Otip_III	3195164	3195961
Otip_III	3195996	3196499
Otip_III	3196504	3197862
Otip_III	7852836	7853111
Otip_III	7853125	7853244
Otip_III	9597490	9598374
Otip_IV	16723	16878
Otip_IV	17432	18403
Otip_IV	19871	20779
Otip_IV	45331	45795
Otip_IV	45845	46060
Otip_IV	46068	46505
Otip_IV	46585	46767
Otip_IV	50411	51409
Otip_IV	51417	51854
Otip_IV	52033	52467
Otip_IV	52506	53051
Otip_IV	53101	54891
Otip_IV	7125226	7125732
Otip_IV	7125819	7126220
Otip_IV	7240791	7240934
Otip_IV	8071338	8071673
Otip_IV	8107113	8107814
Otip_IV	8107820	8108893
Otip_IV	8108943	8109476
Otip_IV	8109512	8110090
Otip_IV	8110087	8110878
Otip_IV	8110896	8111147
Otip_IV	9608442	9608645
Otip_IV	9608882	9609121
Otip_IV	9609475	9609912
Otip_IV	9609947	9610564
Otip_IV	9610612	9611091
Otip_IV	9611376	9611636
Otip_IV	9611726	9612547
Otip_IV	9613227	9614147
Otip_IV	11120108	11120587
Otip_IV	11121892	11122932
Otip_IV	11122939	11123091
Otip_V	703884	704222
Otip_V	1266262	1266747
Otip_V	1266707	1267060
Otip_V	1267116	1267304
Otip_V	1267685	1267879
Otip_V	1279696	1279923
Otip_V	1279974	1280624
Otip_V	1280660	1281634
Otip_V	1281684	1282217
Otip_V	1282253	1284058
Otip_V	1419801	1420022
Otip_V	1420063	1420374
Otip_V	1420397	1420537
Otip_V	1420587	1420802
Otip_V	1420810	1421859
Otip_V	1421898	1423040
Otip_V	1423054	1424286
Otip_V	1429044	1429253
Otip_V	1430601	1430936
Otip_V	1454763	1455236
Otip_V	1563755	1564012
Otip_V	1689391	1690530
Otip_V	1690527	1691063
Otip_V	1691071	1691709
Otip_V	1691711	1693240
Otip_V	1693329	1693493
Otip_V	1694682	1694804
Otip_V	1699739	1699861
Otip_V	1699863	1700231
Otip_V	1774249	1774401
Otip_V	1774451	1774666
Otip_V	1779345	1779665
Otip_V	1779805	1780008
Otip_V	1780043	1780345
Otip_V	1780375	1780731
Otip_V	1780764	1781069
Otip_V	1781113	1781265
Otip_V	2013954	2014184
Otip_V	2014214	2014549
Otip_V	2014578	2015348
Otip_V	2070136	2070351
Otip_V	2070905	2071435
Otip_V	2092887	2093450
Otip_V	2094751	2095275
Otip_V	2095350	2095718
Otip_V	2095861	2096064
Otip_V	2096099	2096401
Otip_V	2096431	2097105
Otip_V	2407307	2408386
Otip_V	2408425	2409672
Otip_V	2409704	2411392
Otip_V	2411436	2411654
Otip_V	2443115	2443270
Otip_V	2535543	2536253
Otip_V	2569821	2570123
Otip_V	2688793	2689527
Otip_V	2689577	2689792
Otip_V	2689800	2690237
Otip_V	2690425	2690850
Otip_V	2690889	2691434
Otip_V	2691484	2692044
Otip_V	2692073	2693275
Otip_V	2726315	2727049
Otip_V	2727099	2727314
Otip_V	2727322	2727759
Otip_V	2727947	2728372
Otip_V	2728411	2728956
Otip_V	2729006	2729566
Otip_V	2729595	2730797
Otip_V	2771735	2772469
Otip_V	2772519	2772734
Otip_V	2772742	2773791
Otip_V	2773830	2774375
Otip_V	2774425	2774985
Otip_V	2775014	2776216
Otip_V	3092838	3092996
Otip_V	4012147	4012620
Otip_V	7422917	7423105
Otip_V	7423339	7424154
Otip_V	7425659	7426216
Otip_V	7426249	7426605
Otip_V	7426635	7426937
Otip_V	7426972	7427172
Otip_V	7427324	7427683
Otip_V	7427758	7428282
Otip_V	7428356	7428634
Otip_V	7428633	7429361
Otip_V	7429423	7430106
Otip_V	9555008	9556006
Otip_V	9556048	9556299
Otip_V	10290547	10290657
Otip_V	10797650	10798228
Otip_V	10799843	10800361
Otip_V	10801369	10801524
Otip_X	746922	747401
Otip_X	747389	747817
Otip_X	747859	748122
Otip_X	748128	748355
Otip_X	748486	749556
Otip_X	867721	867993
Otip_X	868145	868567
Otip_X	868644	869015
Otip_X	1440653	1441156
Otip_X	1441111	1442169
Otip_X	1442229	1442936
Otip_X	4327125	4327340
Otip_X	6358460	6358657
Otip_X	7179732	7179962
Otip_X	7180094	7180201
Otip_X	7180194	7180481
Otip_X	11187926	11188156
Otip_X	11188189	11188863
Otip_X	11188976	11189416
Otip_X	11189487	11189624
Otip_X	11189617	11189838
Otip_X	11189846	11190106
Otip_X	11190108	11191283
Otip_X	11201203	11202255
Otip_X	11202323	11202550
Otip_X	11203781	11203912
Otip_X	11203965	11204309
Otip_X	11205575	11205982
Otip_X	11206014	11206406
Otip_X	11240598	11240816
Otip_X	11240860	11241099
Otip_X	11241108	11241410
Otip_X	11273990	11274607
Otip_X	11275596	11276102
Otip_X	11276185	11276766
Otip_X	11293963	11294283
Otip_X	11296068	11296673
Otip_X	11297593	11297748
